hospital_ref,district_code,state,hospital_type,basic_tier,specialties
HOSP-22516,510,ANDHRA PRADESH,Public,True,
HOSP-22517,387,CHHATTISGARH,Private(For Profit),False,emergency_room|general_medicine|obgyn|ophthalmology|orthopaedics
HOSP-22518,62,HARYANA,Public,False,emergency_room|general_medicine
HOSP-22519,635,KARNATAKA,Public,True,obgyn
HOSP-22520,650,CHHATTISGARH,Public,True,emergency_room|general_medicine|general_surgery|obgyn
HOSP-22521,290,ASSAM,Private(Not For Profit),False,ophthalmology
HOSP-22522,674,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22523,462,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22524,174,UTTAR PRADESH,Public,True,general_medicine
HOSP-22525,130,UTTAR PRADESH,Private(For Profit),False,burns|emergency_room|general_medicine|general_surgery|neonatal|obgyn|orthopaedics|paediatric_medicine|plastic_surgery|polytrauma
HOSP-22526,699,TELANGANA,Public,True,emergency_room|general_medicine
HOSP-22527,386,CHHATTISGARH,Public,True,emergency_room|general_medicine|general_surgery|obgyn
HOSP-22528,130,UTTAR PRADESH,Private(For Profit),False,cardiology|emergency_room|general_medicine|general_surgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine
HOSP-22529,525,KARNATAKA,Public,False,
HOSP-22530,538,KARNATAKA,Private(For Profit),False,burns|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|ophthalmology|orthopaedics|plastic_surgery|polytrauma|urology
HOSP-22531,484,MAHARASHTRA,GOI,False,burns|cardiology|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|urology
HOSP-22532,459,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22533,691,TELANGANA,Public,True,emergency_room|general_medicine
HOSP-22534,157,UTTAR PRADESH,Public,True,general_medicine
HOSP-22535,565,KERALA,Private(For Profit),False,ophthalmology
HOSP-22536,114,RAJASTHAN,Public,True,
HOSP-22537,171,UTTAR PRADESH,Private(Not For Profit),False,general_medicine
HOSP-22538,148,UTTAR PRADESH,Private(For Profit),False,general_medicine|general_surgery|neonatal|obgyn|orthopaedics|paediatric_medicine|urology
HOSP-22539,152,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-22540,593,TAMIL NADU,Public,False,
HOSP-22541,339,JHARKHAND,Public,True,emergency_room|general_medicine|general_surgery|obgyn|paediatric_medicine
HOSP-22542,440,GUJARAT,Private(For Profit),False,general_medicine|general_surgery|obgyn|orthopaedics|polytrauma|urology
HOSP-22543,438,GUJARAT,Private(For Profit),False,cardiology|emergency_room|general_medicine|general_surgery|medical_oncology|neonatal|oral_maxillofacial|orthopaedics|paediatric_medicine|paediatric_surgery|polytrauma|surgical_oncology|urology
HOSP-22544,58,HARYANA,Public,True,emergency_room|general_medicine
HOSP-22545,120,UTTAR PRADESH,Public,False,general_surgery
HOSP-22546,631,KARNATAKA,Public,True,
HOSP-22547,102,RAJASTHAN,Private(For Profit),False,
HOSP-22548,569,TAMIL NADU,Private(For Profit),False,
HOSP-22549,154,UTTAR PRADESH,Public,True,general_medicine
HOSP-22550,514,TELANGANA,Public,True,emergency_room|general_medicine
HOSP-22551,525,KARNATAKA,Private(For Profit),False,
HOSP-22552,517,ANDHRA PRADESH,Public,True,general_surgery
HOSP-22553,459,GUJARAT,Private(For Profit),False,general_surgery|neonatal|orthopaedics|paediatric_medicine|polytrauma
HOSP-22554,539,KARNATAKA,Public,True,general_surgery|ophthalmology|orthopaedics|paediatric_cancer
HOSP-22555,635,KARNATAKA,Public,True,
HOSP-22556,244,NAGALAND,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|neonatal|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|urology
HOSP-22557,510,ANDHRA PRADESH,Private(For Profit),False,
HOSP-22558,535,KARNATAKA,Private(For Profit),False,
HOSP-22559,187,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|urology
HOSP-22560,572,TAMIL NADU,Public,True,
HOSP-22561,438,GUJARAT,Public,False,ophthalmology
HOSP-22562,523,ANDHRA PRADESH,Public,True,
HOSP-22563,496,MAHARASHTRA,Private(For Profit),False,
HOSP-22564,396,MADHYA PRADESH,Public,False,emergency_room|ent|general_medicine|general_surgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine
HOSP-22565,68,HARYANA,Public,True,emergency_room|general_medicine
HOSP-22566,187,UTTAR PRADESH,Private(For Profit),False,general_medicine|neurosurgery|orthopaedics|paediatric_medicine
HOSP-22567,62,HARYANA,Private(For Profit),False,ophthalmology
HOSP-22568,516,TELANGANA,Public,True,
HOSP-22569,466,MAHARASHTRA,Public,False,
HOSP-22570,575,TAMIL NADU,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|urology
HOSP-22571,160,UTTAR PRADESH,Public,True,emergency_room|general_medicine|paediatric_medicine
HOSP-22572,744,ANDHRA PRADESH,Public,True,
HOSP-22573,63,HARYANA,Private(For Profit),False,burns|plastic_surgery
HOSP-22574,526,KARNATAKA,Public,True,
HOSP-22575,631,KARNATAKA,Public,True,
HOSP-22576,387,CHHATTISGARH,Private(For Profit),False,orthopaedics
HOSP-22577,635,KARNATAKA,Public,True,
HOSP-22578,387,CHHATTISGARH,Private(For Profit),False,general_medicine|general_surgery|neurosurgery|oral_maxillofacial|orthopaedics|polytrauma
HOSP-22579,179,UTTAR PRADESH,Private(For Profit),False,general_surgery|orthopaedics|urology
HOSP-22580,506,ANDHRA PRADESH,Public,True,
HOSP-22581,672,GUJARAT,Private(For Profit),False,obgyn|orthopaedics
HOSP-22582,573,TAMIL NADU,Private(For Profit),False,urology
HOSP-22583,138,UTTAR PRADESH,Private(Not For Profit),False,ophthalmology
HOSP-22584,58,HARYANA,Private(For Profit),False,general_surgery|medical_oncology|obgyn|orthopaedics|polytrauma|surgical_oncology|urology
HOSP-22585,214,BIHAR,Private(Not For Profit),False,general_surgery|obgyn
HOSP-22586,148,UTTAR PRADESH,Private(For Profit),False,burns|cardiology|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neonatal|neurosurgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|plastic_surgery|polytrauma|surgical_oncology|urology
HOSP-22587,438,GUJARAT,Private(For Profit),False,orthopaedics|polytrauma
HOSP-22588,762,CHHATTISGARH,Public,True,emergency_room|general_medicine|obgyn
HOSP-22589,450,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22590,513,TELANGANA,Private(For Profit),False,
HOSP-22591,515,ANDHRA PRADESH,Public,True,
HOSP-22592,523,ANDHRA PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|orthopaedics|paediatric_medicine|paediatric_surgery|polytrauma|urology
HOSP-22593,209,BIHAR,Private(For Profit),False,emergency_room|general_medicine|general_surgery|urology
HOSP-22594,503,ANDHRA PRADESH,Private(For Profit),False,burns|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|orthopaedics|plastic_surgery|polytrauma|urology
HOSP-22595,378,CHHATTISGARH,Public,True,emergency_room|general_medicine
HOSP-22596,71,HARYANA,Private(For Profit),False,neonatal|paediatric_medicine
HOSP-22597,510,ANDHRA PRADESH,Public,False,burns|cardiology|emergency_room|ent|general_medicine|general_surgery|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|urology
HOSP-22598,409,MADHYA PRADESH,Private(For Profit),False,medical_oncology|radiation_oncology|surgical_oncology
HOSP-22599,375,CHHATTISGARH,Private(For Profit),False,general_surgery|paediatric_medicine|urology
HOSP-22600,596,TAMIL NADU,Public,False,
HOSP-22601,107,RAJASTHAN,Public,False,
HOSP-22602,534,KARNATAKA,Public,True,
HOSP-22603,76,HARYANA,Public,True,emergency_room|general_medicine
HOSP-22604,474,MAHARASHTRA,Private(For Profit),False,
HOSP-22605,759,CHHATTISGARH,Private(For Profit),False,general_medicine|orthopaedics
HOSP-22606,269,TRIPURA,Public,True,general_medicine
HOSP-22607,145,UTTAR PRADESH,Public,True,general_medicine
HOSP-22608,534,KARNATAKA,Public,True,
HOSP-22609,387,CHHATTISGARH,Private(For Profit),False,ent|general_medicine|general_surgery|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|plastic_surgery|urology
HOSP-22610,450,GUJARAT,Private(For Profit),False,obgyn
HOSP-22611,169,UTTAR PRADESH,Public,False,emergency_room|ent|general_medicine|general_surgery|mental_disorders|obgyn|ophthalmology|orthopaedics|paediatric_medicine
HOSP-22612,540,KARNATAKA,Public,True,
HOSP-22613,500,MAHARASHTRA,Private(For Profit),False,burns|ctvs|emergency_room|ent|general_medicine|general_surgery|medical_oncology|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|surgical_oncology|urology
HOSP-22614,169,UTTAR PRADESH,Private(For Profit),False,ophthalmology
HOSP-22615,66,HARYANA,Public,True,emergency_room|general_medicine
HOSP-22616,525,KARNATAKA,Public,True,
HOSP-22617,472,MAHARASHTRA,Public,False,
HOSP-22618,120,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|orthopaedics|polytrauma|urology
HOSP-22619,493,MAHARASHTRA,Private(For Profit),False,
HOSP-22620,499,MAHARASHTRA,Private(For Profit),False,
HOSP-22621,540,KARNATAKA,Public,False,general_surgery|urology
HOSP-22622,511,ANDHRA PRADESH,Private(For Profit),False,
HOSP-22623,171,UTTAR PRADESH,Public,True,emergency_room|general_medicine|obgyn
HOSP-22624,445,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22625,156,UTTAR PRADESH,Public,False,emergency_room|ent|general_medicine|general_surgery|ophthalmology|oral_maxillofacial|paediatric_medicine
HOSP-22626,537,KARNATAKA,Public,True,
HOSP-22627,506,ANDHRA PRADESH,Private(For Profit),False,
HOSP-22628,456,GUJARAT,Private(Not For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics
HOSP-22629,487,MAHARASHTRA,Private(For Profit),False,
HOSP-22630,167,UTTAR PRADESH,Private(For Profit),False,general_surgery|obgyn|orthopaedics|urology
HOSP-22631,329,JHARKHAND,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|paediatric_medicine
HOSP-22632,177,UTTAR PRADESH,Private(For Profit),False,neonatal|obgyn|paediatric_medicine
HOSP-22633,513,TELANGANA,Public,True,
HOSP-22634,126,UTTAR PRADESH,Public,True,general_medicine
HOSP-22635,441,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22636,72,HARYANA,Private(For Profit),False,cardiology|emergency_room|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neurosurgery|obgyn|orthopaedics|paediatric_medicine|polytrauma|surgical_oncology|urology
HOSP-22637,378,CHHATTISGARH,GOI,False,ent|general_medicine|general_surgery|neonatal|ophthalmology|oral_maxillofacial|paediatric_medicine
HOSP-22638,114,RAJASTHAN,Private(For Profit),False,burns|emergency_room|ent|general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery
HOSP-22639,536,KARNATAKA,Public,True,
HOSP-22640,529,KARNATAKA,Public,False,
HOSP-22641,550,KARNATAKA,Public,True,
HOSP-22642,127,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-22643,532,KARNATAKA,Public,True,
HOSP-22644,559,KERALA,Public,False,general_medicine
HOSP-22645,578,TAMIL NADU,Private(For Profit),False,
HOSP-22646,49,UTTARAKHAND,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|obgyn|orthopaedics|urology
HOSP-22647,326,JHARKHAND,Public,True,emergency_room|general_medicine|general_surgery|obgyn|paediatric_medicine
HOSP-22648,218,BIHAR,GOI,False,ent|obgyn|oral_maxillofacial|paediatric_medicine
HOSP-22649,396,MADHYA PRADESH,Private(For Profit),False,general_medicine|general_surgery|interventional_neuroradiology|neonatal|neurosurgery|obgyn|orthopaedics|paediatric_medicine|urology
HOSP-22650,134,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics
HOSP-22651,561,KERALA,Private(For Profit),False,
HOSP-22652,443,GUJARAT,Private(For Profit),False,cardiology|general_medicine|general_surgery|neonatal|obgyn|orthopaedics|polytrauma|urology
HOSP-22653,162,UTTAR PRADESH,Private(For Profit),False,general_medicine|general_surgery|ophthalmology
HOSP-22654,102,RAJASTHAN,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine
HOSP-22655,438,GUJARAT,Private(For Profit),False,urology
HOSP-22656,527,KARNATAKA,Private(For Profit),False,
HOSP-22657,36,PUNJAB,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22658,327,JHARKHAND,Private(Not For Profit),False,neonatal|obgyn
HOSP-22659,187,UTTAR PRADESH,Private(For Profit),False,general_medicine|general_surgery|neonatal|neurosurgery|orthopaedics|urology
HOSP-22660,102,RAJASTHAN,Private(For Profit),False,
HOSP-22661,95,RAJASTHAN,Public,True,emergency_room|general_medicine
HOSP-22662,514,TELANGANA,Public,True,
HOSP-22663,162,UTTAR PRADESH,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|neonatal|neurosurgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|polytrauma|surgical_oncology|urology
HOSP-22664,528,KARNATAKA,Public,True,obgyn
HOSP-22665,604,HARYANA,Public,False,emergency_room|ent|general_medicine|general_surgery|mental_disorders|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine
HOSP-22666,179,UTTAR PRADESH,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|polytrauma
HOSP-22667,407,MADHYA PRADESH,Private(For Profit),False,ophthalmology
HOSP-22668,542,KARNATAKA,Public,False,emergency_room|ent|general_medicine|general_surgery|ophthalmology|orthopaedics|paediatric_cancer
HOSP-22669,28,PUNJAB,Private(For Profit),False,emergency_room|general_medicine|general_surgery|medical_oncology|obgyn|orthopaedics|surgical_oncology|urology
HOSP-22670,162,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-22671,274,MEGHALAYA,Public,True,emergency_room|ent|general_medicine|general_surgery|obgyn|oral_maxillofacial|paediatric_medicine
HOSP-22672,484,MAHARASHTRA,Public,False,
HOSP-22673,592,TAMIL NADU,Private(For Profit),False,general_medicine|urology
HOSP-22674,550,KARNATAKA,Public,True,
HOSP-22675,378,CHHATTISGARH,Private(For Profit),False,burns|emergency_room|ent|general_medicine|general_surgery|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|urology
HOSP-22676,437,MADHYA PRADESH,Private(For Profit),False,orthopaedics
HOSP-22677,143,UTTAR PRADESH,Public,True,general_medicine
HOSP-22678,135,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery
HOSP-22679,615,NAGALAND,Public,True,burns|emergency_room|ent|general_medicine|general_surgery|neonatal|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery
HOSP-22680,450,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22681,448,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22682,562,KERALA,Private(Not For Profit),False,general_medicine
